类别,文件,ID,英文,中文
基础,ships.xml,CounterSpy_Wave,"Counter Spies","反间谍塔"
基础,ships.xml,SpacePlaneII_Full,"Space Plane Mark II","太空飞机II型"
基础,ships.xml,DeflectorDrone_Short,"Deflect I","偏导I型"
基础,ships.xml,StealthScout_Short,"Scout III","侦察机III"
基础,ships.xml,DeflectorDrone_Desc,"Very long range electrical attack.  Protects nearby allied ships by reducing the power of incoming lasers to 1/4 their normal power.","发射范围非常远的电气攻击.可以保护周围的友军,使攻击他们的激光的火力降为原来的1/4."
基础,ships.xml,MLRSTurretII_Full,"MLRS Turret Mark II","多管火箭炮塔II型"
基础,ships.xml,RiotControlShotgunI_Full,"Havoc Riot Control Shotgun","防暴霰弹枪"
基础,ships.xml,AstroTrainStation_Short,"Train Station","列车站"
基础,ships.xml,CounterNegativeEnergyTurret_Short,"Cntr-Dark","反暗"
基础,ships.xml,ZinthStarship_Short,"Star:Zenith","星:极限"
基础,ships.xml,MissileShip_Wave,"Frigates","巡洋舰"
基础,ships.xml,MissileShipII_Short,"Frigate II","巡洋舰II"
基础,ships.xml,ControlNodeAutoBuildRebuilders_Short,"CN:Auto Rbld","指令:自产残骸重建机"
基础,ships.xml,IonCannonIII_Desc,"Advanced weapon insta-kills most Mark I and II ships (and many ships with no Mark level at all).  Cannot fire upon ships immune to insta-kill.","可以一击必杀大部分I型和II型部队(和无等级的普通部队).不能对免疫一击必杀的部队开火."
基础,ships.xml,AntiArmorShipII_Short,"Anti-Armor II","反装甲II"
基础,ships.xml,SpaceTank_Wave,"Tanks","坦克"
基础,ships.xml,Ability_SecondaryShots,"x Simultaneous Shots","倍同时攻击"
基础,ships.xml,SpaceTug66_Short,"Tug 66","拖船 66"
基础,ships.xml,StealthTachyonBeamEmitter_Desc,"Cloaked.  Stronger, fixed ship reacts with nearby enemy cloaked ships, making them trackable for a short while.","较强的隐形舰艇.可发现附近的隐形敌舰,使它们在短时间内被追踪."
基础,ships.xml,CoreTurret_Full,"Core Turret","核心炮塔"
基础,ships.xml,ControlNodeAllowTeamControlOfShips_Desc,"Allows all teammates to share control of your ships on any planet.","允许所有盟友在任何星球控制您的部队。"
基础,ships.xml,MercenaryCruiser_Desc,"Fires powerful, long-range missiles, but has a very slow reload time.
Identical to the Missile Frigate Mark II, except 10x more expensive and with no ship cap.","火力强劲,能发射远程导弹进行攻击,但需要很长的时间来重新装填弹药.
机体性能与导弹巡洋舰II型相同,虽然是原价的十倍,但并没有数量限制."
基础,ships.xml,LazerGatlingII_Full,"Laser Gatling Mark II","镭射加特林II型"
基础,ships.xml,TeleportBattleStationIII_Full,"Teleport Battle Station Mark III","瞬移战役站III型"
基础,ships.xml,Ability_ImmuneToMinorElectricAmmo,"Immune To Minor Electric Ammo","电气弹免疫"
基础,ships.xml,CleanupDrone_Desc,"Removes exploded enemy ship remains, to prevent them from being rebuilt
by enemy Remains Rebuilders.  Also able to dismantle enemy mines on allied planets.","清理敌方单位的残骸,防止敌方的残骸重建机重建它们.
也可以发现友军星球上的敌方空雷."
基础,ships.xml,ColonyShip_Desc,"Send to an uninhabited planet to build a new Command Station and capture the planet.","在一个无人的星球上建造新的指挥中心并占领星球."
基础,ships.xml,RiotShieldII_Short,"RS II","防暴盾II"
基础,ships.xml,Ability_AIProgressKillBonus,"AI Progress Kill Bonus","人工智能系统击杀奖励"
基础,ships.xml,ControlNode_SinglePlanet_AutoBuildEngineerII_Full,"Single Planet Control Node: Auto-Build Engineers Mark II","单一星球控制指令: 自动生产工程师II型"
基础,ships.xml,CounterSpy_Short,"Ctr Spy","反间谍"
基础,ships.xml,EMP_Short,"EMP","电磁脉冲弹"
基础,ships.xml,BeamStarshipFabricator_Full," Fabricator","试验星舰兵工厂"
基础,ships.xml,Flagship_Short,"Star:Flag","星:旗"
基础,ships.xml,SpaceTugStar33_Abbr,"S-33","星舰33"
基础,ships.xml,ArmorShip_Full,"Armor Ship","装甲船"
基础,ships.xml,ControlNodeAutoFRDEngineers_Desc,"Automatically places all of your engineers (including secondary engineers such as 
remains rebuilders) into Free-Roaming Defender mode if they are on planets you control. Low-power engineers will not be affected,
and engineers that already are acting on player orders will not be affected.","命令您的所有工程师(包括辅助工程师,如残骸重建机)进入自由巡逻模式,只要他们是在您所控制的星球上就有效.
低能量的工程师将不受影响,已有其他命令的工程师也不受影响."
基础,ships.xml,Ability_RepairCost,"Repair Cost: ","维修成本："
基础,ships.xml,MLRS_Desc,"Multiple Launcher Rocket System fires multiple mid-power rockets.","多管火箭炮发射许多中等威力的火箭进行攻击."
基础,ships.xml,Fighter_Short,"Fighter I","歼击机I"
基础,ships.xml,RiotShieldI_Desc,"Forcefield generator mountable on Riot Control Starships.  
Only of moderate power, but provides additional staying power and protects external weapon modules from enemy fire while it lasts.
Requires a medium hardpoint.","防暴星舰上的力场盾模块.
拥有中等能量,在持续期间保护其他模块免受敌人攻击.
需要1个中型炮挂点."
基础,ships.xml,VampireClaw_Full,"Vampire Claw","吸血爪"
基础,ships.xml,CoreAstroPlane_Short,"C:Plane","核:飞机"
基础,ships.xml,RiotControlStarshipI_Full,"Riot Control Starship","防暴星舰"
基础,ships.xml,OrbitalCommandStationHomeCoreII_Short,"Cmd Home Core II","指挥II核心"
基础,ships.xml,ControlNodeAutoBuildEngineerIII_Desc,"Each command station you control will automatically maintain one Mark III Engineer
at each planet you control.  Building multiple of this control node causes multiple engineers to be maintained at each planet.
Replacement engineers will only be built if there are fewer than 100 mobile enemy ships on the planet.","每个您控制的指挥中心将自动保持每个星球雄蜂工程师III型的数量为一个.
建造多个控制指令将使得每个星球上保持的雄蜂工程师III型的数量为多个.
工程师III型仅在星球上存在的敌人舰艇数少于100时被重建."
基础,ships.xml,ForceFieldGenerator_Full,"Force Field Generator Mark II","力场产生器II型"
基础,ships.xml,MicroFighterIV_Full,"Tachyon MicroFighter Mark IV","速子微型战斗机IV型"
基础,ships.xml,HeavyBeamTurret_Short,"Heavy Beam I","重型光束I"
基础,ships.xml,Ability_InterferesWithSupply,"Interferes With Enemy Supply","干扰敌方补给"
基础,ships.xml,TachyonDrone_Full,"Tachyon Drone","速子雄蜂"
基础,ships.xml,TeleportBattleStationIV_Full,"Teleport Battle Station Mark IV","瞬移战役站IV型"
基础,ships.xml,CoreCommandStation_Short,"Cmd (Core)","指挥(核心)"
基础,ships.xml,ControlNodeNoEvadeBehaviorOnFriendlyPlanets_Full,"Control Node: No Friendly Evade","控制指令: 不撤退到友星"
基础,ships.xml,ControlNodeEngineersPreferNonMilitary_Abbr,"Engr
!Mil","安修"
基础,ships.xml,CoreAIForceField_Short,"Core AI FF-Gen","核心人工智能力场"
基础,ships.xml,CoreRaider_Short,"C:Raider","核心入侵者"
基础,ships.xml,GravitationalTurretII_Short,"Grav II","重力II"
基础,ships.xml,AutocannonMinipodIII_Full,"Autocannon Minipod Mark III","小型自动加农炮III型"
基础,ships.xml,TransportShip_Full,"Transport Ship","运输船"
基础,ships.xml,Ability_AIProgressPlusOneForRepairAmount2,"Health Repaired","机能回复"
基础,ships.xml,WarpGate_Full,"Warp Gate","星际之门"
基础,ships.xml,VorticularCutlassIII_Full,"Vorticular Cutlass Mark III","旋转弯刀III型"
基础,ships.xml,LeechStarshipII_Full,"Leech Starship Mark II","吸血星舰II型"
基础,ships.xml,MobileBuilder_Full,"Mobile Builder","机动兵工厂"
基础,ships.xml,SpaceTug100_Short,"Tug 100","拖船 100"
基础,ships.xml,CoreCommandPostStealth_Short,"Post (S-Core)","据点(核隐)"
基础,ships.xml,ArmorShip_Desc,"Weak firepower but heavily armored.  Excellent against turrets.","火力低下,但装甲厚.善于对付炮塔."
基础,ships.xml,SpacePlaneIII_Short,"Plane III","飞机III"
基础,ships.xml,SpaceTankIII_Short,"Tank III","坦克III"
基础,ships.xml,TeleportRaider_Full,"Teleport Raider","瞬移入侵者"
基础,ships.xml,BulletproofFighterIII_Short,"Bulletproof III","防弹III"
基础,ships.xml,ControlNodeDisableAutoManufactoryManagement_But,"!Auto
Manu","禁自"
基础,ships.xml,PlanetaryCloaker_Desc,"A highly advanced cloaking device.  All team ships on the planet which this resides are utterly invisible,
even while firing, even if they normally would be visible.  They are also immune to tachyon beams and tachyon missiles.","高级的隐形装置.能使这个星球上所有友军的部队完全隐形,即使他们正在攻击敌人或者原本不是隐形的.
隐形仪对速子射线,速子飞弹免疫."
基础,ships.xml,StealthTachyonBeamEmitter_Short,"Tachy II","速子II"
基础,ships.xml,LightningMissile_Full,"Lightning Warhead","闪雷飞弹"
基础,ships.xml,AIForceFieldII_Desc,"Creates a midsize force field that provides protection without reducing attack power of ships underneath.
Attack with several dozen Mark II Bombers (or better) to destroy.
Bombers have a substantial bonus against these and other hardened targets.
Snipers, Sniper Turrets, Raid/Leech Starships, Infiltrators, EyeBots, Ion Cannons,
and Counter-Spies can move and fire through force fields as if they are not there.","产生一个中型可移动的力场护盾来保护附近的部队.从力场里向外攻击伤害不减少.
数十架II型(或更高级)轰炸机一起攻击即可摧毁它.
轰炸机对力场及其他掩蔽目标有伤害加成.
狙击手,狙击塔,入侵者,突击/吸血星舰,潜入者,监察机,离子加农炮,
以及反间谍塔可以无视力场进行移动和攻击."
基础,ships.xml,Avenger_Desc,"A massive, moon-sized space station created by the AI as the final defense against the human onslaught.
If the AI Home Command Station to which it is assigned is destroyed, the Avenger will live up to its name.","人工智能建造的最终要塞,用来作为抵抗人类玩家的最后手段.
如果它布置的星球上人工智能的指挥中心被摧毁了,它将展开强大而恐怖的报复,如它的名字所说的一样."
基础,ships.xml,LeechStarship_Short,"Star:Leech","星:吸血"
基础,ships.xml,CoreBattleCruiser_Short,"C:Frigate","核心巡洋舰"
基础,ships.xml,BomberStarship_Desc,"Fast starship that inflicts high damage on heavy defenses.
Excellent against force fields, heavy defenses, hardened targets, and other starships.","能对重型防御设施造成大量伤害的快速星舰.
很擅长对付力场,重型防御设施,掩蔽目标及其他的星舰."
基础,ships.xml,MercenaryCruiser_Short,"Merc Frigate","雇佣巡洋舰"
基础,ships.xml,MobileRepairStation_Full,"Mobile Repair Station","机动维修中心"
基础,ships.xml,PermaMine_Desc,"Enemy ships coming too close to these deadly traps will incur heavy damage and most likely be destroyed.
Unlike standard mines, PermaMines are not destroyed in the process.  They can only be removed by Cleanup Drones once you own the planet.
To pass, you'll either have to go around, use an EMP, use transports, or use ships that have mine avoidance (Engineers, Mobile Builders, etc).","这些隐形的陷阱将对靠近的敌方部队造成很大的伤害.
不像普通空雷,重复空雷在爆炸后不被摧毁.它们只能在你占领这个星球后由清理雄蜂清理掉.
想要通过它们,你可以绕路,使用EMP攻击,瞬移,或使用能回避空雷的部队(工程师,机动兵工厂等)."
基础,ships.xml,SpacePlane_Wave,"Planes","飞机"
基础,ships.xml,MineLayer_Abbr,"R","造"
基础,ships.xml,Infiltrator_Wave,"Infiltrators","潜入者"
基础,ships.xml,ControlNodeAutoFRDMilitary_Short,"CN:FRD Mil","指令:机动兵工厂自巡"
基础,ships.xml,SpaceTugStar66_But,"S-66","星舰66"
基础,ships.xml,RiotControlShotgunII_Short,"RCS II","防暴霰弹枪II"
基础,ships.xml,Infiltrator_Desc,"Passes through force fields and fires through shields.  Best in huge swarms.","可无视力场.适合集群作战."
基础,ships.xml,ArmorShip_Short,"Armor I","装甲I"
基础,ships.xml,RiotControlShotgunII_Desc,"Advanced multi-shot crowd control weapon.  
Fires at medium range and does engine damage.  Not as effective against strong shields.
Cannot reduce engines below 10%.
Requires a heavy hardpoint.","同时发射多个子弹进行攻击,比I型高级.
攻击范围适中,对引擎有伤害.对付重型护盾效果并不高.
无法将目标的引擎伤害到10%以下.
需要1个重型炮挂点."
基础,ships.xml,CounterSniperTurret_Full,"Counter-Sniper Turret","反狙击塔"
基础,ships.xml,SpaceDock_Full,"Space Dock","太空兵工厂"
基础,ships.xml,Ability_IsUnaffectedByNegativeEnergy,"Unaffected By Negative Energy","不受负能量影响"
基础,ships.xml,PermaMine_Short,"PermaMine","重复空雷"
基础,ships.xml,MLRSIV_Full,"MLRS Mark IV","多管火箭炮IV型"
基础,ships.xml,CoreLeech_Short,"C:Leech","核心水蛭"
基础,ships.xml,GravitationalTurret_Full,"Gravitational Turret","重力塔"
基础,ships.xml,SniperIII_Short,"Sniper III","狙击手III"
基础,ships.xml,RiotControlLaserII_Desc,"Advanced laser cannon module mountable on Riot Control Starships. 
Longer range than the machine gun and effective against larger and more heavily shielded targets, but much less effective against small ships. 
Cannot reduce engines below 10%.
Requires an advanced light hardpoint.","防暴星舰上的高级镭射加农炮模块.
比机枪攻击范围更大,且对付大型目标和重型护盾的效率很高,但对付小型目标的效率不高.
无法将目标的引擎伤害到10%以下.
需要1个高级轻型炮挂点."
基础,ships.xml,AntiStarshipArachnid_Desc,"Extremely effective at destroying starships, especially when massed.","长于破坏敌人的星舰, 特别是集群作战时."
基础,ships.xml,EyeBotII_Full,"Eye Bot Mark II","监察机II型"
基础,ships.xml,MercenaryBomber_Full,"Mercenary Heavy Bomber","雇佣重型轰炸机"
基础,ships.xml,TeleportBattleStation_Desc,"Teleporting battle station fires multiple lightning shots.","瞬移战役站可发射多重的闪雷攻击."
基础,ships.xml,TachyonMissile_Desc,"Causes a tachyon pulse when destroyed by enemy forces or by scrapping.
Reveals for 5 minutes all cloaked ships (enemy and allied alike) on the planet on which it is set off.","被敌人摧毁或被废弃时产生一个速子脉冲.
使爆炸点所在星球5分钟内隐形失效(包括己方和敌方)."
基础,ships.xml,Raider_Short,"Raider I","入侵者I"
基础,ships.xml,LightningTurret_Desc,"Fires electric bolts into ALL nearby enemy ships.","发出电气弹攻击附近的所有敌方部队."
基础,ships.xml,LazerGatlingII_Short,"Laser II","镭射II"
基础,ships.xml,GravitationalTurretIII_Full,"Gravitational Turret Mark III","重力塔III型"
基础,ships.xml,RiotControlTazerI_Full,"Riot Control Tazer","防暴电气枪"
基础,ships.xml,TurretRemains_Short,"Rem:","残骸"
基础,ships.xml,VampireClaw_Short,"Vampire I","吸血I"
基础,ships.xml,ShieldBearer_Short,"FF-Bearer I","力场承载器I"
基础,ships.xml,Parasite_Wave,"Parasites","寄生虫"
基础,ships.xml,VorticularCutlass_Desc,"Spinning blade mass crashes into enemies, damaging itself and them.  Shields offer no protection.
Unless issued a specific command by its controller, it will automatically attack nearby enemies.","使用旋转的刀片攻击敌人,伤人同时伤己.力场无法提供保护.
除非指挥官下命令,否则它会自动攻击附近的敌人."
基础,ships.xml,DreadnoughtII_Short,"Star:Dread II","星:无畏II"
基础,ships.xml,Ability_StrikesAll,"Strikes All Enemies In Range","突击所有范围内的敌军"
基础,ships.xml,VorticularCutlass_Wave,"Cutlasses","弯刀"
基础,ships.xml,BulletproofFighter_Desc,"Standard fighters upgraded with armor that repels all shell-based fire.
Excellent against starships in large numbers.","由标准歼击机升级装甲而来,可抵挡所有实弹攻击.
以群体对付星舰有极佳的效果."
基础,ships.xml,ParasiteII_Full,"Parasite Mark II","寄生虫II型"
基础,ships.xml,TractorBeamTurretII_Full,"Tractor Beam Turret Mark II","牵引光束塔II型"
基础,ships.xml,MicroFighter_Full,"Tachyon MicroFighter","速子微型战斗机"
基础,ships.xml,Ability_TransportP1,"Transports","运输多达"
基础,ships.xml,AIForceField_Desc,"Creates a small force field that provides protection without reducing attack power of ships underneath.
Attack with several dozen Mark I Bombers (or better) to destroy.
Bombers have a substantial bonus against these and other hardened targets.
Snipers, Sniper Turrets, Raid/Leech Starships, Infiltrators, EyeBots, Ion Cannons,
and Counter-Spies can move and fire through force fields as if they are not there.","产生一个小型可移动的力场护盾来保护附近的部队.从力场里向外攻击伤害不减少.
数十架I型(或更高级)轰炸机一起攻击即可摧毁它.
轰炸机对力场及其他掩蔽目标有伤害加成.
狙击手,狙击塔,入侵者,突击/吸血星舰,潜入者,监察机,离子加农炮,
以及反间谍塔可以无视力场进行移动和攻击."
基础,ships.xml,CounterMissileTurret_Desc,"Fires shots to disable any missile ammo coming within its range.","炮弹射击以防止任何在其范围内的导弹攻击."
基础,ships.xml,SpaceTugStar100_Short,"Tug Star100","牵引星舰100"
基础,ships.xml,ParasiteIV_Full,"Parasite Mark IV","寄生虫IV型"
基础,ships.xml,EnergyReactor_Desc,"Generates a moderate amount of energy at a moderate cost-to-benefit ratio.
Efficiency goes down by 20% for each new reactor of this type built on the same planet.","以中等的成本与效益比,生成中等能量.
同一星球上每多建一个这个类型的反应装置,新的反应装置效率下降20%,效率下降会累积."
基础,ships.xml,LightStarship_Desc,"Inexpensive, lightly armored and armed starship.
Strong against force fields and turrets, and boosts the strength of nearby smaller ships.","廉价的轻型装甲武装星舰.
善于对抗力场和炮塔,并能提高周围小型舰艇的能力."
基础,ships.xml,MLRSTurretIII_Full,"MLRS Turret Mark III","多管火箭炮塔III型"
基础,ships.xml,FighterII_Short,"Fighter II","歼击机II"
基础,ships.xml,RaiderIII_Full,"Raider Mark III","入侵者III型"
基础,ships.xml,PermaMine_Wave,"PermaMines","重复空雷"
基础,ships.xml,TachyonMissile_Short,"Tach Warhead","速子弹"
基础,ships.xml,Ability_WarpRein,"Warp Gate (Reinforce Only - AI ONLY)","星际之门(增援- 只有AI可用)"
基础,ships.xml,Ability_TargetSeek,"Target Seek Range","目标搜索范围"
基础,ships.xml,Ability_UnlocksShipOnCapture,"Unlocks Ship Type On Capture","自动解锁已操控单位"
基础,ships.xml,Fighter_Full,"Standard Fighter","标准歼击机"
基础,ships.xml,ControlNode_SinglePlanet_AutoBuildEngineerII_Abbr,"S-Auto
Eng2","工2"
基础,ships.xml,CoreTurret_Desc,"High-power defense for planetary bases.","重火力行星基地防御设施."
基础,ships.xml,Ability_MinRange,"Min Range","最小范围"
基础,ships.xml,SpaceTugStar100_Full,"Space Tug Starship 100","太空牵引星舰100"
基础,ships.xml,VampireClawIV_Full,"Vampire Claw Mark IV","吸血爪IV型"
基础,ships.xml,RiotControlLaserII_Full,"Riot Control Laser II","防暴镭射II型"
基础,ships.xml,CaptiveHumanSettlement_Short,"Captive Settle","俘虏集中营"
基础,ships.xml,Ability_ImmuneFF,"Immune To Force Fields","力场免疫"
基础,ships.xml,MetalManufactory_Abbr,"Me","金"
基础,ships.xml,WormholeCommandPost_Short,"Post (Wormhole)","据点(虫洞)"
基础,ships.xml,MercenarySpaceDock_Desc,"Mercenary ships are more expensive than their normal counterparts, but they have no ship cap.","雇佣兵舰艇比同类正常舰艇昂贵,但他们没有数量限制."
基础,ships.xml,ControlNode_SinglePlanet_AutoBuildEngineerII_Desc,"The command station on this planet will automatically maintain one Mark II Engineer.  Building multiple of this control node causes multiple engineers to be maintained at this planet. Replacement engineers will only be built if there are fewer than 100 mobile enemy ships on the planet.","您控制的这个指挥中心将自动保持这个星球雄蜂工程师II型的数量为一个.
建造多个控制指令将使得这个星球上保持的雄蜂工程师II型的数量为多个.
工程师II型仅在星球上存在的敌人舰艇数少于100时被重建."
基础,ships.xml,AstroTrain_Desc,"Nearly-indestructible robotic courier.  Slightly damages nearby ships, damages constructors, heavy defense, and turrets more heavily.
More importantly, they reveal any cloaked ships that come near, and they tend to disrupt player minefields.
Build Counter-Dark-Matter Turrets to protect against them, or destroy Astro Train Stations to re-route them.","几乎不能被摧毁的装甲先锋.
能轻微地伤害附近的部队,对兵工厂和重型防御设施造成不低的伤害,并能对炮塔造成严重伤害.
更重要的是,它们能显示周围任何隐形单位,并能破坏玩家的空雷.
建造反物质炮塔来对付它们,或者摧毁敌人的星际列车站来改变它的移动路线."
基础,ships.xml,RiotControlLaserI_Full,"Riot Control Laser","防暴镭射"
基础,ships.xml,BomberStarshipIII_Full,"Bomber Starship Mark III","轰炸星舰III型"
基础,ships.xml,RaiderII_Short,"Raider II","入侵者II"
基础,ships.xml,Ability_ImmuneTachy,"Immune To Tachyon Beams","速子射线免疫"
基础,ships.xml,ControlNodeEngineersPreferNonMilitary_Short,"CN:Engr !Mil","指令:安全维修"
基础,ships.xml,MLRSIV_Short,"MLRS IV","多管火箭炮IV"
基础,ships.xml,RallyPost_Full,"Rally Post","召集号"
基础,ships.xml,SpiderIV_Short,"Spider IV","蜘蛛IV"
基础,ships.xml,RebellingHumanColony_Desc,"A formerly captive city filled with living humans.  AI progress will skyrocket by 100 if this is destroyed.
These civilians have decided to rebel, and have erected a temporary invisibility cloak while they call for aid.
When the cloak dissipates, they'll be vulnerable to attacks from the AI, and surely won't last long.
When the rebels have supply, your entire team can use their facilities to build rebel ships.
While you hold the planet on which they are located, their invisibility cloak will remain at full power.","曾是人类俘虏居住的城市.被摧毁时人工智能进度将上升100点!
这些人类已经决心发动反叛,在他们呼叫援助时建造了一个临时的隐形装置.
当隐形装置失效时,他们将面对人工智能的报复,显然,他们撑不久的.
当起义组织获得补给时,您的队伍将可以使用他们的工厂来建造反抗军飞船.
当您获得了起义组织所在星球的控制权时,他们的隐形装置将可以一直工作下去."
基础,ships.xml,LightForceFieldGenerator_Full,"Force Field Generator","力场产生器"
基础,ships.xml,SpecialForcesCommandPost_Short,"Post (Spec)","据点(特种)"
基础,ships.xml,EyeBot_Desc,"Acts as a scout, passes through force fields, and is missile-proof.
Has cloaking and cloaking booster abilities like regular scouts.  Excellent against turrets.","可用于侦察,能通过力场,并能防御导弹.
拥有类似于侦察机的隐形与隐形强化能力.对炮塔效果良好."
基础,ships.xml,Ability_CantBeRepaired,"Can't Be Repaired","不能被修复"
基础,ships.xml,ControlNodeAutoBuildEngineerII_Abbr,"Auto
Eng2","工2"
基础,ships.xml,BulletproofFighterII_Full,"Bulletproof Fighter Mark II","防弹歼击机II型"
基础,ships.xml,SpireStarship_Full,"Spire Starship","螺旋星舰"
基础,ships.xml,ControlNodeEngineersDoNotAutoAssistQueues_But,"!Eng
Qs","停协"
基础,ships.xml,ResistanceFighterBomber_Desc,"Pockets of human allies who still live in deep space around AI planets will occasionally
send these versatile fighter/bomber hybrids to aid you in the fight against the AI at their local planet.
They won't attack any AI ships that human players must normally manually target.","外太空残存在人工智能星球周围的人类有时会派遣这些多功能轰炸机来帮助你对抗人工智能.
人类玩家如果必须手动操作才能攻击特定的人工智能的部队,那么反抗军轰炸机不会攻击它们."
基础,ships.xml,DreadnoughtII_Full,"Dreadnought Mark II","无畏舰II型"
基础,ships.xml,AstroTrain_Short,"Ast Train I","星际列车I"
基础,ships.xml,CoreAIForceField_Desc,"Creates a huge mobile force field that provides protection without reducing attack power of ships underneath.
Attack with many dozen Mark III/IV Bombers (or better) to destroy.
Bombers have a substantial bonus against these and other hardened targets.
Snipers, Sniper Turrets, Raid/Leech Starships, Infiltrators, EyeBots, Ion Cannons,
and Counter-Spies can move and fire through force fields as if they are not there.","产生一个巨型可移动的力场护盾来保护附近的部队.从力场里向外攻击伤害不减少.
数十架III型或IV型(或更高级)轰炸机一起攻击即可摧毁它.
轰炸机对力场及其他掩蔽目标有伤害加成.
狙击手,狙击塔,入侵者,突击/吸血星舰,潜入者,监察机,离子加农炮,
以及反间谍塔可以无视力场进行移动和攻击."
基础,ships.xml,Fighter_Desc,"Inexpensive, with a small attack range. Great against many smaller ships.  Also excellent against starships in numbers.","价格便宜,攻击范围小.对付小型机体有良好的效果.而且以群体对付星舰有极佳的效果."
基础,ships.xml,AdvancedFactory_Short,"Factory IV","兵工厂IV"
基础,ships.xml,LazerTurretIII_Short,"Laser Tur III","镭射塔III"
基础,ships.xml,MineLayer_Full,"Remains Rebuilder","残骸重建机"
基础,ships.xml,MicroFighter_Wave,"Tachyon MicroFighters","速子微型战斗机"
基础,ships.xml,Ability_ImmuneToShellAmmo,"Immune To Shell Ammo","实弹免疫"
基础,ships.xml,ArmoredScout_Short,"Scout II","侦察机II"
基础,ships.xml,Sniper_Desc,"Great for weakening targets at extreme distances.  Able to fire through force fields.","能够在极远的距离攻击目标,其攻击能穿透力场."
基础,ships.xml,StealthScout_Full,"Scout Drone Mark III","雄蜂侦察机III型"
基础,ships.xml,ScienceLabII_Full,"Science Lab Mark II","科学实验室II型"
基础,ships.xml,CounterSpy_Desc,"Advanced weapon insta-kills cloaked ships.","能一击必杀隐形的部队."
基础,ships.xml,Ability_EngineDmg,"Engine Damage ","引擎受损"
基础,ships.xml,ControlNodeNoRallyingToAlliedRallyPost_Short,"CN:NoAlly Rally","指令:不集合到盟友召集号"
基础,ships.xml,Bomber_Desc,"Inflicts high damage on heavy defenses.  Best ship class for hitting force fields and the final AI command stations.","能对防御设施造成可观的伤害.善于对付力场和人工智能指挥中心."
基础,ships.xml,ControlNodeAutoBuildEngineerII_But,"Auto
Eng2","工2"
基础,ships.xml,MarauderBuzzBomb_Short,"Marauder Buzz Bomb","蜂鸣炸弹"
基础,ships.xml,MissileTurretII_Full,"Missile Turret Mark II","导弹塔II型"
基础,ships.xml,DeflectorDroneIII_Full,"Deflector Drone Mark III","偏导雄蜂III型"
基础,ships.xml,ResistanceFrigate_Short,"Resistance Frigate","反抗军护卫舰"
基础,ships.xml,ControlNodeAutoFRDEngineers_Abbr,"FRD
Eng","工巡"
基础,ships.xml,ControlNodeAllowTeamControlOfShips_Abbr,"Team","团队"
基础,ships.xml,CleanupDrone_Short,"Cleanup Drone","清理雄蜂"
基础,ships.xml,SpaceTugEngine66_Abbr,"E-66","引擎66"
基础,ships.xml,Ability_ClusterPenalty2," Min","(最少)"
基础,ships.xml,ControlNodeAutoFRDMilitary_Full,"Control Node: Auto-FRD Mobile Military","控制指令: 机动兵工厂自动巡逻"
基础,ships.xml,Infiltrator_Short,"Infil I","潜入I"
基础,ships.xml,VampireClawII_Short,"Vampire II","吸血II"
基础,ships.xml,RiotControlStarshipII_Short,"Star:Riot II","星:防暴II"
基础,ships.xml,Ability_ReinBonus,"x AI Reinforcement While At Planet","倍人工智能增援，当它在星球中的时候"
基础,ships.xml,GravitationalTurretII_Desc,"Heavily slows the movement of all ships (not just enemy ships) in a larger range.","在大型范围内严重减慢所有部队的移动(包括己方和敌方)."
基础,ships.xml,Cruiser_Short,"Frigate III","巡洋舰III"
基础,ships.xml,MineLayer_Short,"Remains Rebuilder","残骸重建机"
基础,ships.xml,Ability_AIProgressPlusOneForRepairAmount1,"+1 AI Progress For Every","每当人工智能系统+1时，"
基础,ships.xml,PlanetaryCloaker_Full,"Planetary Cloaker","行星隐形仪"
基础,ships.xml,AITroopAccelerator_Short,"Troop Accel","部队加速"
基础,ships.xml,AvengerShield_Short,"Avenger Shield","复仇者力场"
基础,ships.xml,RiotControlLaserI_Short,"RCL I","防暴镭射I"
基础,ships.xml,ElectricShuttle_Wave,"Electric Shuttles","电气穿梭机"
基础,ships.xml,CrystalManufactory_Abbr,"Cr","水"
基础,ships.xml,LightningTurret_Full,"Lightning Turret","闪雷塔"
基础,ships.xml,CoreTurret_Short,"C:Tur","核心炮塔"
基础,ships.xml,StealthCommandPost_Full,"Stealth Guard Post","隐形据点"
基础,ships.xml,Ability_CloakBoostX,"Cloaking Booster x","隐形强化x"
基础,ships.xml,LightningMissile_Desc,"Emits a powerful explosion of lightning that damages nearby enemy ships on detonation.
Can be given a direct target that it will chase and then explode near, or it will explode on death.","发射出一个强大的闪雷并爆炸,能损伤爆炸点附近的所有敌人.
能给予它一个目标,它会追踪目标并引爆,或在途中被摧毁而爆炸."
基础,ships.xml,Ability_ImmuneToMissleAmmo,"Immune To Missile Ammo","导弹免疫"
基础,ships.xml,TeleportBattleStation_Short,"Tele-Station I","瞬移站I"
基础,ships.xml,Sniper_Wave,"Snipers","狙击手"
基础,ships.xml,AntiArmorShipIII_Short,"Anti-Armor III","反装甲III"
基础,ships.xml,Raptor_Short,"Raptor I","猛禽I"
基础,ships.xml,EnergyReactorIII_Short,"Energy III","能源III"
基础,ships.xml,TachyonScout_Wave,"Scouts","侦察机"
基础,ships.xml,AntiArmorShipIII_Full,"Anti-Armor Ship Mark III","反装甲船III型"
